restaurant name,phone,website,address,city,State,countryCode,location/lat,location/lng,Categories summary _1,Categories summary _2,Cusine,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categoryName,cid,isAdvertisement,locatedIn,menu,neighborhood,orderBy/0/name,orderBy/0/orderUrl,orderBy/0/url,orderBy/1/name,orderBy/1/orderUrl,orderBy/1/url,orderBy/2/name,orderBy/2/orderUrl,orderBy/2/url,orderBy/3/name,orderBy/3/orderUrl,orderBy/3/url,orderBy/4/name,orderBy/4/orderUrl,orderBy/4/url,orderBy/5/name,orderBy/5/url,permanentlyClosed,placeId,plusCode,postalCode,price,totalScore,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,url
YASSAS THE GREEK WAY - SOUTHBANK,+61 3 9134 7751,https://www.yassas.com.au/southbank/,"4-9, Level M/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8201217,144.9661924,Restaurant,,Greek ,Greek restaurant,Dinner theatre,Gluten-free restaurant,Mediterranean restaurant,Restaurant,,,,,,,Greek restaurant,1.71E+19,FALSE,Floor 1M · Southgate,,"4-9, Level M/3 Southgate Ave",yassas.com.au,,https://www.yassas.com.au/southbank/book-online,,,,,,,,,,,,,,,FALSE,ChIJcScB2rNC1moRZSBo-Wm8C-0,"5XH8+XF Southbank, Victoria, Australia",3006,$$,4.1,26,1033,519,289,95,93,37,8/10/2022 2:03,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z/data=!4m2!2m1!6e5?hl=en",,VIC,"4-9, Level M/3 Southgate Ave",,FALSE,"https://www.google.com/maps/place/YASSAS+THE+GREEK+WAY+-+SOUTHBANK/@-37.8201217,144.9661924,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b3da012771:0xed0bbc69f9682065!8m2!3d-37.8201217!4d144.9661924?hl=en"
Melba Restaurant,+61 1800 641 107,http://www.melbarestaurant.com.au/,"1 Southgate Ave, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8206644,144.965638,Restaurant,,Western ,Buffet restaurant,Breakfast restaurant,Dessert restaurant,Indian restaurant,Italian restaurant,Restaurant,Seafood restaurant,Sushi restaurant,,,,Buffet restaurant,4.03E+18,FALSE,"Floor 1M · The Langham, Melbourne",,1 Southgate Ave,quandoo.com.au,,https://www.quandoo.com.au/place/melba-restaurant-54707?aid=63,,,,,,,,,,,,,,,FALSE,ChIJreaFNbJC1moRqxx1nrTb6jc,"5XH8+P7 Southbank, Victoria, Australia",3006,$$$,4.1,33,998,528,228,83,98,61,8/10/2022 2:02,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,1 Southgate Ave,,FALSE,"https://www.google.com/maps/place/Melba+Restaurant/@-37.8206644,144.965638,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b23585e6ad:0x37eadbb49e751cab!8m2!3d-37.8206644!4d144.965638?hl=en"
Temperance Hotel,+61 3 9827 7401,http://www.temperancehotel.com.au/,"426 Chapel St, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.844624,144.9947248,Restaurant,Bar,Bar,Restaurant,Bar,Cocktail bar,Event venue,Function room facility,Pub,,,,,,Pub,3.07E+18,FALSE,,,426 Chapel St,temperancehotel.com.au,,https://temperancehotel.com.au/book-online/,thefork.com.au,,https://www.thefork.com.au/restaurant/temperance-hotel-r535637?cc=18174-54f,,,,,,,,,,,,FALSE,ChIJuwk4hCho1moRXzFNosV_mSo,"5X4V+5V South Yarra, Victoria, Australia",3141,$$,4.1,39,978,440,330,42,132,34,8/10/2022 2:03,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,426 Chapel St,,FALSE,"https://www.google.com/maps/place/Temperance+Hotel/@-37.844624,144.9947248,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad66828843809bb:0x2a997fc5a24d315f!8m2!3d-37.8446788!4d144.9946843?hl=en"
Tonka,+61 3 9650 3155,http://www.tonkarestaurant.com.au/,"20 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8156991,144.9714107,Restaurant,,Indian,Modern Indian restaurant,,,,,,,,,,,Modern Indian restaurant,4.07E+18,FALSE,,,20 Duckboard Pl,hungryhungry.com,https://o.hungryhungry.com/tonka/area,hungryhungry.com,,,,,,,,,,,,,,,FALSE,ChIJfW9q5rdC1moRuFUkIp6ngjg,"5XMC+PH Melbourne, Victoria, Australia",3000,$$$,4.1,95,876,496,180,69,91,40,7/10/2022 23:25,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,20 Duckboard Pl,,FALSE,"https://www.google.com/maps/place/Tonka/@-37.8156991,144.9714107,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b7e66a6f7d:0x3882a79e222455b8!8m2!3d-37.8157141!4d144.9714182?hl=en"
Ned's Bake Cafe and Restaurant,+61 3 9867 2457,http://nedsbake.com.au/,"134 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8390745,144.9909001,Restaurant,Cafe,European,Restaurant,Bakery,Breakfast restaurant,Coffee shop,Pizza restaurant,Pizza Takeout,Cafe,,,,,Cafe,1.15E+19,FALSE,,,134 Toorak Rd,,,,,,,,,,,,,,,,,,FALSE,ChIJv7gipZ1C1moRo0efgQhDQKA,"5X6R+99 South Yarra, Victoria, Australia",3141,$$,4.1,67,862,492,149,91,86,44,8/10/2022 1:54,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,134 Toorak Rd,,FALSE,"https://www.google.com/maps/place/Ned's+Bake+Cafe+and+Restaurant/@-37.8390745,144.9909001,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6429da522b8bf:0xa0404308819f47a3!8m2!3d-37.8390745!4d144.9909001?hl=en"
Hwaro Korean BBQ Restaurant,+61 3 9642 5696,http://hwaro.com.au/,"562 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8150663,144.9556962,Restaurant,,Korean,Korean barbecue restaurant,,,,,,,,,,,Korean barbecue restaurant,6.68E+18,FALSE,,,562 Little Bourke St,,,,,,,,,,,,,,,,,,FALSE,ChIJp5tMAkxd1moR29Sq4e5dulw,"5XM4+X7 Melbourne, Victoria, Australia",3000,$$,4.1,86,835,432,229,56,84,34,8/10/2022 1:53,"https://www.google.com/maps/search/restaurant+near+Parkville+VIC/@-37.8061955,144.9423826,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,562 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Hwaro+Korean+BBQ+Restaurant/@-37.8150663,144.9556962,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4c024c9ba7:0x5cba5deee1aad4db!8m2!3d-37.8150663!4d144.9556962?hl=en"
Ying Thai 2,+61 3 9639 1697,http://yingthai2.com.au/,"110 Lygon St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8050651,144.9664118,Restaurant,,Thai,Thai restaurant,,,,,,,,,,,Thai restaurant,7.26E+18,FALSE,,,110 Lygon St,DoorDash,https://www.doordash.com/en-AU/store/ying-thai-2-carlton-645227/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-ying-thai-2/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/carlton/ying-thai-2?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,FALSE,ChIJ_XyU_81C1moRjMxStDCr0GQ,"5XV8+XH Carlton, Victoria, Australia",3053,$$,4.1,76,821,416,243,55,72,35,7/10/2022 23:43,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,110 Lygon St,,FALSE,"https://www.google.com/maps/place/Ying+Thai+2/@-37.8050651,144.9664118,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642cdff947cfd:0x64d0ab30b452cc8c!8m2!3d-37.8044801!4d144.966479?hl=en"
Daughter In Law,+61 3 9242 0814,http://daughterinlaw.com.au/,"37/41 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8108154,144.9714971,Restaurant,Bar,Indian,Restaurant,Australian restaurant,Indian restaurant,,,,,,,,,Restaurant,8.56E+18,FALSE,,,37/41 Little Bourke St,nowbookit.com,,"https://bookings.nowbookit.com/?accountid=d869fd8d-eb6f-42cd-949b-315e36b7fe75&venueid=5206&theme=light&colors=hex,fde0dc,004d40",,,,,,,,,,,,,,,FALSE,ChIJkStQy5pD1moRc5wKwk5dwnY,"5XQC+MH Melbourne, Victoria, Australia",3000,,4.1,48,809,460,154,68,69,58,8/10/2022 0:02,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,37/41 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Daughter+In+Law/@-37.8108154,144.9714971,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6439acb502b91:0x76c25d4ec20a9c73!8m2!3d-37.8108154!4d144.9714971?hl=en"
I Love Dumplings - Flemington,+61 3 9372 5218,https://ilovedumplings.net.au/,"297 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,VIC,AU,-37.7885678,144.930908,Restaurant,,Chinese,Dumpling restaurant,,,,,,,,,,,Dumpling restaurant,1.54E+19,FALSE,,,297 Racecourse Rd,Order Up!,,9.52E+18,DoorDash,https://www.doordash.com/en-AU/store/i-love-dumplings-flemington-770923/?pickup=true&utm_campaign=gpa,doordash.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/flemington/i-love-dumpling-flemington?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,Just Eat,https://www.menulog.com.au/restaurants-i-love-dumplings-kensington/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,FALSE,ChIJA66BdBtd1moRASuQsQUnZtU,"6W6J+H9 Flemington, Victoria, Australia",3031,$,4.1,51,779,390,223,64,77,25,8/10/2022 0:46,"https://www.google.com/maps/search/restaurant+near+Kensington+VIC/@-37.7937242,144.9264494,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,297 Racecourse Rd,,FALSE,"https://www.google.com/maps/place/I+Love+Dumplings+-+Flemington/@-37.7885678,144.930908,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d1b7481ae03:0xd5662705b1902b01!8m2!3d-37.7884535!4d144.9309283?hl=en"
Crystal Jade Restaurant,+61 3 9639 2633,http://www.crystaljademelbourne.com.au/,"154 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8115473,144.9679945,Restaurant,,Chinese,Dim sum restaurant,Asian restaurant,Restaurant,,,,,,,,,Dim sum restaurant,1.78E+19,FALSE,Floor G · Chinatown Melbourne,,154 Little Bourke St,,,,,,,,,,,,,,,,,,FALSE,ChIJQU1Ac8lC1moRFcuL51IWEfc,"5XQ9+95 Melbourne, Victoria, Australia",3000,$$,4.1,112,755,347,232,51,95,30,7/10/2022 23:13,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,154 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Crystal+Jade+Restaurant/@-37.8115473,144.9679945,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c973404d41:0xf7111652e78bcb15!8m2!3d-37.8115473!4d144.9679945?hl=en"
Amigos Hardware Lane,+61 3 9670 7797,http://www.amigoshardwarelane.com.au/,"75-77 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.813143,144.960867,Restaurant,,Mexican,Mexican restaurant,Latin American restaurant,Delivery Restaurant,Takeout Restaurant,Tapas bar,,,,,,,Mexican restaurant,1.02E+18,FALSE,,,75-77 Hardware Ln,amigoshardwarelane.com.au,,http://www.amigoshardwarelane.com.au/reservation,quandoo.com.au,,https://www.quandoo.com.au/place/amigos-hardware-lane-17489?aid=63,thefork.com.au,,https://www.thefork.com.au/restaurant/amigos-hardware-lane-r530851?cc=18174-54f,,,,,,,,,FALSE,ChIJdzlpykpd1moRNvLWC6YFHw4,"5XP6+P8 Melbourne, Victoria, Australia",3000,$$,4.1,97,724,354,197,53,85,35,8/10/2022 1:14,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,75-77 Hardware Ln,,FALSE,"https://www.google.com/maps/place/Amigos+Hardware+Lane/@-37.813143,144.960867,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4aca693977:0xe1f05a60bd6f236!8m2!3d-37.813143!4d144.960867?hl=en"
Errol's,+61 3 9326 6610,http://www.errols.com.au/,"69/71 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.8035381,144.9493366,Restaurant,Bar,Italian,Restaurant,Bar,Breakfast restaurant,Cafe,Coffee store,Dessert restaurant,Takeout Restaurant,Patisserie,Pizza delivery,Pizza Takeout,,Restaurant,1.56E+19,FALSE,,,69/71 Errol St,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/35642?ref=11025,,,,,,,,,,,,,,,FALSE,ChIJse5g9zld1moRKH_lqhWAH9g,"5WWX+HP North Melbourne, Victoria, Australia",3051,$$$$,4.1,7,665,323,202,35,79,26,8/10/2022 0:34,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z?hl=en",,Victoria,69/71 Errol St,,FALSE,"https://www.google.com/maps/place/Errol's/@-37.8035381,144.9493366,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d39f760eeb1:0xd81f8015aae57f28!8m2!3d-37.8035381!4d144.9493366?hl=en"
Hightail,+61 3 9982 1800,http://www.hightail.bar/,"727 Collins St, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.8212003,144.9494521,Bar,,Bar,Bar,Cocktail bar,Pub,Wine bar,,,,,,,,Bar,8.88E+18,FALSE,Floor G · Collins Square,,727 Collins St,sevenrooms.com,,http://sevenrooms.com/reservations/hightailbar/google-my-business,,,,,,,,,,,,,,,FALSE,ChIJWeRgdlpd1moRLVlmUssWQHs,"5WHX+GQ Docklands, Victoria, Australia",3008,$$,4.1,30,628,236,261,18,95,18,8/10/2022 0:09,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,727 Collins St,,FALSE,"https://www.google.com/maps/place/Hightail/@-37.8212003,144.9494521,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d5a7660e459:0x7b4016cb5266592d!8m2!3d-37.8212003!4d144.9494521?hl=en"
Funghi e tartufo,+61 3 9670 9939,http://funghietartufo.com.au/,"60 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8133452,144.9611632,Restaurant,,Italian,Italian restaurant,Vegan restaurant,,,,,,,,,,Italian restaurant,8.58E+17,FALSE,,,60 Hardware Ln,thefork.com.au,,https://www.thefork.com.au/restaurant/funghi-e-tartufo-r717694?cc=18174-54f,,,,,,,,,,,,,,,FALSE,ChIJS7Isy0pd1moRJ_OtJEaZ6Qs,"5XP6+MF Melbourne, Victoria, Australia",3000,$$,4.1,94,627,337,138,57,64,31,8/10/2022 1:14,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,60 Hardware Ln,,FALSE,"https://www.google.com/maps/place/Funghi+e+tartufo/@-37.8133452,144.9611632,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4acb2cb24b:0xbe9994624adf327!8m2!3d-37.8133452!4d144.9611632?hl=en"
Emporio Pizza and Pasta,+61 3 9292 5777,https://www.crownmelbourne.com.au/restaurants/casual/emporio-pizza-and-pasta?utm_source=google&utm_medium=organic&utm_content=emporio_pizza_and_pasta&utm_campaign=gmb,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8245307,144.9573393,Restaurant,,Italian,Italian restaurant,European restaurant,Pizza restaurant,,,,,,,,,Italian restaurant,7.08E+18,FALSE,Floor G · Crown Melbourne,,8 Whiteman St,crownmelbourne.com.au,,https://www.crownmelbourne.com.au/restaurants/casual/emporio-pizza-and-pasta/info-booking/reservations?utm_source=google&utm_medium=organic&utm_campaign=Google%20Places&utm_content=emporio-reservations,,,,,,,,,,,,,,,FALSE,ChIJs-Q2IlNd1moRd1Ii6qpVRmI,"5XG4+5W Southbank, Victoria, Australia",3006,££,4.1,38,610,291,177,40,85,17,8/10/2022 1:46,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,8 Whiteman St,,FALSE,"https://www.google.com/maps/place/Emporio+Pizza+and+Pasta/@-37.8245307,144.9573393,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d532236e4b3:0x624655aaea225277!8m2!3d-37.8245307!4d144.9573393?hl=en"
Taco Bill - Russell St,+61 3 9654 3369,https://www.tacobill.com.au/,"142 Russell St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8130233,144.9683892,Restaurant,Bar,Mexican,Mexican restaurant,Cocktail bar,Vegetarian restaurant,,,,,,,,,Mexican restaurant,1.14E+19,FALSE,,,142 Russell St,tacobill.com.au,https://www.tacobill.com.au/russellstreet,tacobill.com.au,Just Eat,https://www.menulog.com.au/restaurants-taco-bill-russell-st/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/melbourne-cbd/taco-bill-russell-street?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,FALSE,ChIJ11L1vslC1moRY2bUl0toqJ4,"5XP9+Q9 Melbourne, Victoria, Australia",3000,$$,4.1,105,608,316,151,45,73,23,8/10/2022 1:12,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,142 Russell St,,FALSE,"https://www.google.com/maps/place/Taco+Bill+-+Russell+St/@-37.8130233,144.9683892,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c9bef552d7:0x9ea8684b97d46663!8m2!3d-37.8130233!4d144.9683892?hl=en"
Pok Pok Docklands,+61 3 9620 4580,https://www.pokpokdocklands.com.au/,"801&803, Bourke St, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.819575,144.945466,Restaurant,,Thai,Thai restaurant,,,,,,,,,,,Thai restaurant,8.39E+18,FALSE,,,"801&803, Bourke St",,,,,,,,,,,,,,,,,,FALSE,ChIJQ7OA71td1moRcDGHldt6bHQ,"5WJW+55 Docklands, Victoria, Australia",3008,$$,4.1,16,577,240,214,20,82,21,8/10/2022 0:18,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!3m1!4b1?hl=en",,VIC,"801&803, Bourke St",,FALSE,"https://www.google.com/maps/place/Pok+Pok+Docklands/@-37.819575,144.945466,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d5bef80b343:0x746c7adb95873170!8m2!3d-37.8195066!4d144.9454473?hl=en"
Nasi Lemak House,+61 3 9348 4900,/url?q=http://www.nasilemakhouse.com.au/&sa=U&ved=0ahUKEwjt5L29lc76AhWDjIkEHQP1BvQQ61gIGygQ&usg=AOvVaw2s8CXNYVdGVmp3Jp7lnyIA,"115 Grattan St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8007064,144.9656794,Restaurant,,Malaysian,Malaysian restaurant,Asian restaurant,,,,,,,,,,Malaysian restaurant,3.84E+16,FALSE,,,115 Grattan St,,,,,,,,,,,,,,,,,,FALSE,ChIJzUnaw9NC1moR3qI98492iAA,"5XX8+P7 Carlton, Victoria, Australia",3053,$,4.1,57,558,274,160,40,59,25,7/10/2022 23:56,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,115 Grattan St,,FALSE,"https://www.google.com/maps/place/Nasi+Lemak+House/@-37.8007064,144.9656794,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d3c3da49cd:0x88768ff33da2de!8m2!3d-37.800732!4d144.9656468?hl=en"
Red Emperor (Southgate) Chinese Restaurant,+61 3 9699 4170,http://www.redemperor.com.au/,"M10/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8200814,144.9664159,Restaurant,,Chinese,Chinese restaurant,Delivery Chinese restaurant,,,,,,,,,,Chinese restaurant,1.80E+19,FALSE,Floor 1M · Southgate,,M10/3 Southgate Ave,DoorDash,https://www.doordash.com/en-AU/store/red-emperor-chinese-restaurant-southbank-1108999/?pickup=true&utm_campaign=gpa,doordash.com,myfoodorder.com.au,https://redemperor.myfoodorder.com.au/,myfoodorder.com.au,,,,,,,,,,,,FALSE,ChIJgZOibbFC1moREGFW5OuNjPk,"5XH8+XH Southbank, Victoria, Australia",3006,$$,4.1,18,535,304,111,46,47,27,8/10/2022 2:05,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z?hl=en",,Victoria,M10/3 Southgate Ave,,FALSE,"https://www.google.com/maps/place/Red+Emperor+(Southgate)+Chinese+Restaurant/@-37.8200814,144.9664159,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b16da29381:0xf98c8debe4566110!8m2!3d-37.8200814!4d144.9664159?hl=en"
TAP831,+61 3 8592 1220,https://www.tap831.com.au/,"831 Bourke St, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.8201016,144.9436663,Restaurant,,Western,Restaurant,Australian restaurant,,,,,,,,,,Restaurant,1.11E+19,FALSE,,,831 Bourke St,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/137540?ref=11025,,,,,,,,,,,,,,,FALSE,ChIJ87xcp15d1moRKQkIyhD0WJo,"5WHV+XF Docklands, Victoria, Australia",3008,$$,4.1,14,530,205,222,16,79,8,8/10/2022 0:19,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!3m1!4b1?hl=en",,Victoria,831 Bourke St,,FALSE,"https://www.google.com/maps/place/TAP831/@-37.8201016,144.9436663,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d5ea75cbcf3:0x9a58f410ca080929!8m2!3d-37.8201016!4d144.9436663?hl=en"
Kanteen,+61 3 9827 0488,http://www.kanteen.net/,"154 Alexandra Ave, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8340156,145.0047576,Cafe,,Cafe,Restaurant,Breakfast restaurant,Coffee shop,Cafe,,,,,,,,Cafe,5.26E+17,FALSE,,,154 Alexandra Ave,,,,,,,,,,,,,,,,,,FALSE,ChIJFbILPYhC1moRhs4Qut9zTQc,"5283+9W South Yarra, Victoria, Australia",3141,$$,4.1,88,495,253,128,36,57,21,8/10/2022 1:51,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,154 Alexandra Ave,,FALSE,"https://www.google.com/maps/place/Kanteen/@-37.8340156,145.0047576,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642883d0bb215:0x74d73dfba10ce86!8m2!3d-37.8340151!4d145.0047995?hl=en"
Nando's Northbank,+61 1300 626 367,https://www.nandos.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_term=NANDOSNORTHBANK,"Central Tower, Northbank, 551 Flinders St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.820962,144.9564753,Restaurant,,Portuguese,Restaurant,Chicken restaurant,Family restaurant,Fast food restaurant,Fusion restaurant,South African restaurant,,,,,,Restaurant,4.89E+18,FALSE,,,"Central Tower, Northbank, 551 Flinders St",DoorDash,https://www.doordash.com/en-AU/store/nando%27s-melbourne-876869/?utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-nandos-flinders-st-551/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/melbourne-cbd/nandos-northbank?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,FALSE,ChIJSf9AFlJd1moRkvJT4i0d0UM,"5XH4+JH Melbourne, Victoria, Australia",3000,$$,4.1,110,481,247,123,44,45,22,8/10/2022 1:50,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,VIC,"Central Tower, Northbank, 551 Flinders St",,FALSE,"https://www.google.com/maps/place/Nando's+Northbank/@-37.820962,144.9564753,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d521640ff49:0x43d11d2de253f292!8m2!3d-37.820962!4d144.9564753?hl=en"
Golden Fleece Hotel,+61 3 7018 2373,https://goldenfleecemelb.com.au/,"120 Montague St, South Melbourne VIC 3205, Australia",South Melbourne,VIC,AU,-37.831282,144.950318,Restaurant,Bar,western,Restaurant,Bar,Function room facility,Pub,,,,,,,,Restaurant,5.23E+17,FALSE,,,120 Montague St,goldenfleecemelb.com.au,,https://goldenfleecemelb.com.au/book-now/,,,,,,,,,,,,,,,FALSE,ChIJy2nR_fln1moRUPV2xXBRQgc,"5X92+F4 South Melbourne, Victoria, Australia",3205,££,4.1,118,477,259,108,46,37,27,8/10/2022 1:48,"https://www.google.com/maps/search/restaurant+near+Port+Melbourne+VIC/@-37.8333373,144.9089598,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,120 Montague St,,FALSE,"https://www.google.com/maps/place/Golden+Fleece+Hotel/@-37.831282,144.950318,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad667f9fdd169cb:0x7425170c576f550!8m2!3d-37.831282!4d144.950318?hl=en"
La Porchetta Carlton North,+61 3 9347 8906,http://www.laporchetta.com.au/,"392 Rathdowne St, Carlton North VIC 3054, Australia",Carlton North,VIC,AU,-37.7882041,144.9722985,Restaurant,,Italian,Italian restaurant,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout,,,,,,,Italian restaurant,1.10E+19,FALSE,,,392 Rathdowne St,laporchetta.com.au,http://carlton.order.laporchetta.com.au/,laporchetta.com.au,,,,,,,,,,,,,,,FALSE,ChIJoaITVyVD1moRRc0nZi0ISpg,"6X6C+PW Carlton North, Victoria, Australia",3054,$$,4.1,112,471,240,120,30,68,13,7/10/2022 23:15,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,392 Rathdowne St,,FALSE,"https://www.google.com/maps/place/La+Porchetta+Carlton+North/@-37.7882041,144.9722985,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad643255713a2a1:0x984a082d6627cd45!8m2!3d-37.7882041!4d144.9722985?hl=en"
