name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar
Kenzan Japanese Restaurant,Restaurant,http://www.kenzan.com.au/,+61 3 9654 8933,"Collins Place Lower ground floor, 45 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8147056,144.9726333,4.6,535,377,111,11,27,9
La Luna Bistro,Restaurant,http://www.lalunabistro.com.au/,+61 3 9349 4888,"320 Rathdowne St, Carlton North VIC 3054, Australia",Carlton North,Victoria,AU,3054,-37.7910915,144.9718497,4.6,506,375,80,14,29,8
Gimlet at Cavendish House,Restaurant,https://gimlet.melbourne/,+61 3 9277 9777,"33 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158812,144.9693376,4.6,501,404,49,15,20,13
Bistrot d'Orsay,Restaurant,http://www.bistrotdorsay.com.au/,+61 3 9654 6498,"184 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815033,144.967453,4.6,475,351,88,6,23,7
279 Victoria St,Cafe,http://279victoriast.co/,+61 401 343 310,"279 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8056505,144.951959,4.6,470,350,70,13,27,10
Leonardo's Pizza Palace,Restaurant,http://www.leonardospizzapalace.com.au/,+61 3 9242 0666,"29 Grattan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8010583,144.9686339,4.6,455,339,75,15,19,7
Chai 'N' Chilli - Indian Restaurant in Docklands,Restaurant,http://www.chai-n-chilli.com/,+61 433 577 006,"Shop 101/673 La Trobe St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8151873,144.9481024,4.6,421,324,56,17,15,9
Blossom Thai,Restaurant,http://blossomthai.com.au/,+61 466 585 585,"36 Cunningham St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8399847,144.9969491,4.6,407,315,45,12,21,14
Chez Olivier Le Bistro,Restaurant,http://www.chezolivier.com.au/,+61 3 9525 2273,"268 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8397419,144.996272,4.6,389,295,64,10,13,7
Albion Hotel North Melbourne,Bar,https://www.facebook.com/AlbionHotelNorthMelbourne/,+61 3 9326 6575,"171 Curzon St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7988889,144.9486111,4.6,330,236,64,5,24,1
Eat Pizza North Melbourne,Restaurant,https://eat-pizza.com.au/,+61 3 9328 4888      phone4,"55 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7995645,144.9543308,4.6,314,239,47,15,10,3
Waterslide Bar,Bar,http://www.waterslidebar.com.au/,+61 426 763 383,"MR3, Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.819998,144.966873,4.6,299,214,61,6,16,2
Soul Soul Cafe,Cafe,http://www.soulsoul.com.au/,+61 3 7038 0068,"shop 1/158 Victoria St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8061814,144.9622201,4.6,297,230,42,8,9,8
Hanoi Mee Kitchen & Bar,Restaurant,http://www.hanoimee.com.au/,+61 3 9042 7921,"140 Rouse St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8420644,144.9398109,4.6,258,202,31,8,12,5
Lona Misa,Restaurant,http://lonamisa.com.au/,+61 3 9116 2000,"234 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8396541,144.9948592,4.6,234,183,24,9,12,6
NOMAD,Restaurant,https://nomad.melbourne/,+61 3 8419 2800,"187 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8161891,144.9683115,4.6,223,179,24,9,6,5
Ample Cafe & Bar,Cafe,https://www.amplecafe.com.au/,+61 3 9329 6622,"123/129 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.804108,144.9537523,4.6,217,150,50,2,13,2
Maria's Trattoria,Restaurant,https://mariastrattoria.com.au/,+61 3 9329 9016,"122-124 Peel St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8051482,144.9563384,4.6,213,154,37,4,15,3
Joe Taylor,Bar,http://joetaylorbar.com/,+61 3 9329 4669,"7 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8047936,144.9490524,4.6,207,146,45,4,9,3
House of Cards,Cafe,http://houseofcardsespresso.com/,,"University of Melbourne Engineering Lane, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7991665,144.9615868,4.6,188,141,32,2,11,2
tom dick and harry cafe,Cafe,https://www.facebook.com/tomdickharrycafe?ref=hl,,"242 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8396038,144.9950822,4.6,180,128,35,4,10,3
Mr Gonzo,Restaurant,,+61 449 536 317,"28 Melrose St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7947046,144.9420735,4.6,180,145,18,4,9,4
Turk To Me,Restaurant,,+61 3 9498 0478,"167 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.839553,144.941107,4.6,175,147,12,12,4,0
Luncheonette,Cafe,https://m.facebook.com/Luncheonette-163353340356330/,+61 450 919 159,"173 Rankins Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7944393,144.9311145,4.6,129,96,20,5,7,1
Butcher Shop Cafe,Cafe,http://www.butchershopcafe.weebly.com/,+61 411 723 916,"72 Hawke St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.808004,144.945578,4.6,119,88,21,2,5,3
Carte Crepes,Cafe,,+61 449 824 809,"John Medley Building, University of Melbourne, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.799191,144.960443,4.6,110,74,30,1,4,1
Okra Sri Lankan Cuisine,Restaurant,https://okrasrilankancuisine.com/,+61 3 8590 9661,"166 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7954351,144.971125,4.6,107,91,6,9,1,0
Crown Street Stables,Cafe,https://mvcc.vic.gov.au/play/my-experience/crown-street-stables/,+61 3 9372 5350,"40 Crown St, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7859091,144.9229755,4.6,102,70,23,0,9,0
The Fresh Prince Of Burgertory,Cafe,http://www.burgertory.com.au/,+61 3 9995 9182,"192 Bellair St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.79404,144.930084,4.6,102,81,8,4,6,3
Laksa King,Restaurant,https://www.laksaking.com.au/flemington/,+61 3 9372 6383,"6-12 Pin Oak Cres, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7878851,144.9295518,4.5,3570,2406,813,79,204,68
Supernormal,Restaurant,http://www.supernormal.net.au/,+61 3 9650 8688,"180 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8159071,144.9683863,4.5,3016,2028,670,53,189,76
Pastuso,Restaurant,http://pastuso.com.au/,+61 3 9662 4556,"19 AC/DC La, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158403,144.9710359,4.5,2066,1445,397,59,110,55
MoVida,Restaurant,https://www.movida.com.au/,+61 3 9663 3038,"1 Hosier Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8167167,144.9691417,4.5,1605,1092,340,37,106,30
Asado,Restaurant,https://www.asado.melbourne/?utm_source=google&utm_medium=gmb,+61 3 9088 8600,"6 Riverside Quay, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8208984,144.9640633,4.5,1459,1030,236,58,85,50
Humble Rays Melbourne,Cafe,https://www.humblerays.com.au/,+61 466 044 477,"71 Bouverie St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8047794,144.9613635,4.5,1442,956,342,41,81,22
Rare Steakhouse Downtown,Restaurant,http://www.raresteakhouse.com.au/,+61 3 9620 9888,"42-44 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8191552,144.9572031,4.5,1242,872,237,30,72,31
Vue de monde,Restaurant,http://www.vuedemonde.com.au/,+61 3 9691 3888,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8187,144.9576,4.5,1182,923,121,70,46,22
Yeonga Korean BBQ Restaurant,Restaurant,http://www.yeongabbq.com.au/,+61 3 9326 8834,"1 Cobden St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8056217,144.9569746,4.5,1099,746,245,34,54,20
Bornga Korean Restaurant,Restaurant,https://instagram.com/borngamelbourne?igshid=3kmx2zmgii9s,+61 406 468 878,"Level 1/178 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8119045,144.9669566,4.5,1069,747,202,50,54,16
Flower Drum Restaurant Melbourne,Restaurant,http://www.flowerdrum.melbourne/,+61 3 9662 3655,"17 Market Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8118772,144.9692458,4.5,1025,740,181,31,44,29
Longrain Melbourne,Restaurant,http://www.longrainmelbourne.com/,+61 3 9653 1600,"44 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8106333,144.9711861,4.5,1025,699,228,20,58,20
Chocolate Buddha,Restaurant,http://chocolatebuddha.com.au/,+61 3 9654 5688,"Federation Square, Swanston St & Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8177174,144.9687344,4.5,932,625,185,26,66,30
Rare Steakhouse Midtown,Restaurant,http://raresteakhouse.com.au/,+61 3 9670 7317,"12 Goldie Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.813386,144.960767,4.5,910,625,187,19,66,13
Mörk Chocolate Brew House,Cafe,http://morkchocolate.com.au/,+61 3 9328 1386,"150 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8015376,144.9501363,4.5,910,619,196,27,55,13
SPQR Pizzeria,Restaurant,https://www.spqrpizzeria.com/,+61 3 9671 3326,"26 Liverpool St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109748,144.9713394,4.5,901,630,164,36,54,17
A Hereford Beefstouw,Restaurant,http://beefstouw.com/melbourne-australia,+61 3 9654 8297,"22 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8157449,144.9712936,4.5,899,625,167,27,51,29
Vertue Coffee Roasters CARLTON,Cafe,http://vertuecoffee.com.au/,+61 3 8060 6987,"8 Raffa Pl, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7976816,144.9682985,4.5,893,626,160,41,44,22
Archie Brothers Cirque Electriq Melbourne,Bar,https://www.archiebrothers.com.au/locations/melbourne?utm_source=google-business&utm_medium=organic&utm_campaign=search-google-business,+61 1300 888 386,"Shop CW-G19 The District Docklands, 440 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8121338,144.9365876,4.5,891,594,198,25,58,16
Da Guido La Pasta,Restaurant,http://www.daguidomelbourne.com/,+61 3 8528 4547,"130 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8040315,144.9666273,4.5,807,590,116,35,42,24
Woodo Korean Barbecue,Restaurant,https://woodo-korean-bbq.business.site/,+61 3 9995 9612,"179 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8159438,144.9552646,4.5,786,547,147,27,46,19
Don Tojo,Restaurant,,,"164 Cardigan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8013824,144.9656286,4.5,776,518,184,22,43,9
Code Black Coffee North Melbourne,Cafe,http://www.codeblackcoffee.com.au/,+61 3 9329 1810,"119 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.804227,144.953643,4.5,652,435,150,15,35,17
Skewer'd,Restaurant,http://www.skewerdmeat.com/,+61 3 9646 0031,"151 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8398041,144.9409084,4.5,642,433,135,24,34,16
Cecconi's Flinders Lane Restaurant & Cellar Bar,Restaurant,http://cecconis.com/,+61 3 8663 0500,"61 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8150555,144.9725293,4.5,625,442,110,21,30,22
Hanaichi,Restaurant,http://www.hanaichi.com.au/,+61 3 9662 9409,"QV Square, 13-15 Swanston &, Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8105481,144.9655226,4.5,595,380,152,16,34,13
Pizza Pizza Pizza,Restaurant,http://www.pizzapizzapizza.com.au/,+61 3 9639 7411,"16 Meyers Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8121794,144.972356,4.5,581,422,100,26,28,5
Square & Compass,Restaurant,http://compasshospitalitygroup.com.au/,+61 3 9416 4914,"222 Clarendon St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.809698,144.9839472,4.5,540,333,159,9,31,8
Gai Wong,Restaurant,http://www.gaiwong.com.au/,+61 415 358 801,"Shop 1/5-17 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8008832,144.956052,4.5,536,392,82,22,26,14
Local Folk,Cafe,http://www.localfolk.com.au/,+61 3 9939 7241,"43 Epsom Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7922097,144.9257042,4.5,477,321,105,13,24,14
Sunda Dining,Restaurant,https://www.sunda.com.au/,+61 3 9654 8190,"18 Punch Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8103547,144.9711635,4.5,453,347,52,15,25,14
Prudence,Bar,http://www.facebook.com/PrudenceBar,+61 3 9329 9267,"368 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.80553,144.9540668,4.5,434,286,107,11,23,7
Gemma Simply Italian,Restaurant,http://www.gemmasimplyitalian.com.au/,+61 3 9349 2835,"183 Elgin St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7973644,144.968445,4.5,423,306,67,14,27,9
Rubira's,Restaurant,http://www.rubiras.com.au/,+61 3 9646 2746,"192 Station St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8327981,144.9456215,4.5,406,289,72,8,25,12
Yokoso Izakaya Moonee Ponds,Restaurant,http://yokoso-izakaya.com/,+61 3 9372 8702,"702 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7684961,144.925599,4.5,369,260,72,13,18,6
Corniche Restaurant,Restaurant,http://cornicherestaurant.com/,+61 3 9078 9590,"96 River Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.824583,144.9441104,4.5,360,262,55,25,14,4
Scugnizzo Ristorante,Restaurant,http://www.scugnizzo.com.au/,+61 3 9670 5622,"558 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8150634,144.95578,4.5,354,243,67,14,23,7
Bar Carolina,Restaurant,http://www.barcarolina.com.au/,+61 3 9820 9774,"44 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.838679,144.9880041,4.5,352,256,60,13,13,10
Lupino,Restaurant,https://www.lupino.com.au/,+61 3 9639 0333,"41 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8127556,144.9723371,4.5,347,234,81,9,15,8
The Olive Jar,Restaurant,http://www.theolivejar.com.au/,+61 3 9347 6173,"168/170 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.795364,144.971153,4.5,347,276,29,23,13,6
Pepper,Cafe,http://www.peppercafe.com.au/,+61 3 9372 2726,"44 Pin Oak Cres, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.787032,144.929318,4.5,340,231,75,9,18,7
Royal Kebab Cafe,Restaurant,,+61 3 9329 5497,"193 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7949989,144.9485255,4.5,335,248,42,16,18,11
Bistro Gitan,Restaurant,http://www.bistrogitan.com.au/,+61 3 9867 5853,"52 Toorak Rd West, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8372341,144.9792539,4.5,328,218,77,9,16,8
Abla's,Restaurant,http://www.ablas.com.au/,+61 3 9347 0006,"109 Elgin St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7977139,144.9710972,4.5,326,223,58,10,26,9
ima Project Cafe,Cafe,https://imacafe.co/,+61 3 9348 1118,"169 Elgin St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7975066,144.9692409,4.5,322,229,53,14,20,6
Flavours of Indus Indian Restaurant,Restaurant,,+61 3 6417 0102,"104 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.804669,144.9665263,4.5,313,238,40,21,10,4
Rock Paper Scissors,Cafe,https://rock-paper-scissors-cafe.business.site/?utm_source=gmb&utm_medium=referral,+61 3 9676 9917,"136/138 Rouse St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8421619,144.9398182,4.5,297,192,76,8,15,6
El Rincon,Restaurant,http://elrincon.com.au/,+61 450 902 222,"69 Victoria St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.806407,144.958841,4.5,288,205,51,10,16,6
Tabouli,Restaurant,https://www.facebook.com/tabouli/,+61 3 8383 2157,"189 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8011938,144.9665615,4.5,285,219,31,14,17,4
The Graham Hotel,Restaurant,https://www.thegrahamhotel.com.au/,+61 3 9676 2566,"97 Graham St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.841622,144.942628,4.5,276,186,55,8,17,10
Fandango Cafe,Cafe,/url?q=https://fandangocafenorthmelbourne.com.au/&sa=U&ved=0ahUKEwj57sz6lM76AhV0pokEHaIxDQ4Q61gIHCgQ&usg=AOvVaw01JBaWZ2lbDCDiqZ60T_Kj,+61 3 9329 0693,"97 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8026164,144.9494255,4.5,270,194,48,7,17,4
North Melbourne Fish and Chips,Restaurant,,+61 3 9329 1852,"38 Haines St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7983387,144.9468569,4.5,266,191,42,9,15,9
Bedggood & Co.,Restaurant,https://www.facebook.com/bedggoodco/,+61 3 9671 3730,"137 Wellington Parade S, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.816798,144.9799912,4.5,251,183,44,12,9,3
Beluga Fish & Chippery South Yarra,Restaurant,https://www.belugafishandchips.com.au/,+61 3 9820 4009,"39 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8383802,144.9877692,4.5,249,170,53,9,10,7
Taquito,Restaurant,http://taquito.bar/,+61 450 651 247,"350 Drummond St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7977042,144.969218,4.5,245,190,22,12,12,9
Da Noi,Restaurant,http://www.danoi.com.au/,+61 3 9866 5975,"95 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8386167,144.9896667,4.5,234,175,26,10,17,6
Ecco Gusto Italiano - Restaurant,Restaurant,http://www.eccorestaurant.com.au/,+61 3 9866 5466,"97 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8386326,144.9897181,4.5,223,161,39,7,11,5
Apollo Café,Cafe,http://www.apollocafe.com.au/,+61 414 215 160,"109-111 Hawke St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8078222,144.9465719,4.5,205,149,35,5,10,6
The Peacock South Yarra,Cafe,http://www.thepeacock.com.au/,+61 3 8596 2342,"68 River St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.837152,144.997818,4.5,197,151,21,13,6,6
Nahm Tao Thai Kitchen,Restaurant,http://www.nahmtaothaikitchen.com.au/,+61 451 913 348,"348 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8055639,144.9545043,4.5,189,134,35,11,8,1
Mum Mum Asian Street Food,Restaurant,http://www.mummumstreet.com.au/,+61 3 9329 7106,"67 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.799353,144.953975,4.5,183,125,43,4,9,2
Chickilia,Restaurant,http://www.chickilia.com.au/,+61 3 9328 5828,"89 Peel St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8060762,144.9556854,4.5,178,127,29,4,12,6
Papa Giuseppe Pizza,Restaurant,,+61 3 9329 0200,"348 Abbotsford St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7988083,144.9463636,4.5,163,119,24,4,13,3
Get to the Greek,Restaurant,http://gettothegreek.com.au/,+61 3 9041 3211,"49 Beach St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8424566,144.9375031,4.5,155,105,36,6,6,2
La Madonna,Restaurant,https://nexthotelmelbourne.com/drink-and-dine/la-madonna/,+61 3 9118 3352,"103 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134213,144.9703466,4.5,126,92,21,4,7,2
Pope Joan,Cafe,https://www.popejoancity.com/,+61 492 954 245,"shop 16/45 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8145435,144.9732808,4.5,124,81,29,4,8,2
Tiger Bread Bakery & Café,Cafe,,+61 85907018,"330 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7879939,144.9297507,4.5,122,97,9,6,5,5
Angliss Restaurant,Restaurant,https://www.angliss.edu.au/restaurants-events/angliss-dining/angliss-restaurant/,+61 3 9606 2108,"550 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137917,144.9525603,4.5,116,75,32,1,5,3
Universal Restaurant,Restaurant,https://www.universalrestaurant.com.au/,+61 3 9347 4393,"141 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8038454,144.9661208,4.4,4606,2872,1149,152,328,105
The Hardware Société,Restaurant,http://hardwaresociete.com/,+61 3 9621 2100,"10 Katherine Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8200386,144.9566619,4.4,3401,2106,812,114,269,100
Royal Stacks,Restaurant,http://www.royalstacks.com.au/,+61 3 9620 0296,"470 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8176217,144.9584147,4.4,2790,1690,775,57,211,57
+39 Pizzeria CBD,Restaurant,http://plus39.com.au/,+61 3 9642 0440,"362 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.813468,144.961833,4.4,2366,1503,575,71,165,52
DOC Pizza & Mozzarella Bar - Carlton,Restaurant,http://docgroup.net/,+61 3 9347 2998,"295 Drummond St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7989897,144.9685103,4.4,2189,1397,487,109,126,70
Auction Rooms,Cafe,http://www.auctionroomscafe.com.au/,+61 3 9326 7749,"103-107 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8025013,144.9494883,4.4,2162,1331,584,50,155,42
Operator25,Cafe,http://www.operator25.com.au/,+61 3 9670 3278,"25 Wills St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8106796,144.9569892,4.4,2052,1284,512,64,143,49
Red Spice Road,Restaurant,https://redspiceroad.com/,+61 3 9603 1601,"141 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8153444,144.9606767,4.4,2027,1216,531,69,142,69
Cargo,Restaurant,http://www.cargorestaurant.com.au/,+61 3 9670 0999,"55A Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8152778,144.9413889,4.4,1577,924,459,35,125,34
Hunky Dory Fish & Chips Port Melbourne,Restaurant,http://www.hunkydory.com.au/,+61 3 9646 1020,"3/181 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8392611,144.9414139,4.4,1412,884,319,60,121,28
Krimper Cafe,Cafe,http://www.krimper.com.au/,+61 3 9043 8844,"20 Guildford Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8111667,144.9601056,4.4,1200,694,352,28,82,44
D'Lish Fish,Restaurant,https://dlishfish.com/,+61 3 9646 0660,"3/105 Beach St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8410105,144.9319303,4.4,1162,726,278,41,83,34
Two Birds One Stone Cafe,Cafe,https://www.twobirdsonestonecafe.com.au/,+61 3 9827 1228,"12 Claremont St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8380083,144.9940885,4.4,1083,699,250,37,72,25
Kedai Satay in King St,Restaurant,http://kedaisatay.com.au/?utm_source=gmb&utm_medium=referral,+61 3 9640 0371,"186 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8157059,144.9556643,4.4,974,585,292,25,61,11
France-Soir,Restaurant,http://www.france-soir.com.au/,+61 3 9866 8569,"11 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8382608,144.9868879,4.4,874,612,125,48,59,30
Oriental Teahouse South Yarra,Restaurant,,+61 3 9826 0168,"455 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.843835,144.994428,4.4,856,552,190,22,73,19
Magic Mountain Saloon,Restaurant,http://www.magicmountainsaloon.com.au/,+61 3 9078 0078,"62 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.81281,144.971442,4.4,839,499,211,21,80,28
Roasting Warehouse,Cafe,,+61 3 9329 2973,"19-21 Leveson St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8044707,144.9506532,4.4,829,533,175,32,63,26
Sezar Restaurant,Restaurant,http://sezar.com.au/,+61 3 9663 9882,"6 Melbourne Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134041,144.9689668,4.4,810,519,195,30,42,24
Seamstress Restaurant and Bar,Restaurant,https://www.seamstress.com.au/,+61 3 9663 6363,"113 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8105595,144.9690135,4.4,647,413,147,22,48,17
Indian Star Restaurant,Restaurant,http://www.indianstar.com.au/,+61 3 9375 1113,"254/256 Maribyrnong Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7703181,144.9051629,4.4,646,457,87,55,29,18
Hello Sam South Yarra,Restaurant,http://www.hellosam.com.au/,+61 3 9973 9551,"760 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8362275,144.99651,4.4,612,370,156,24,52,10
