name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
CitiClub Hotel Melbourne,Hotel,https://www.citiclubhotel.com.au/,+61 3 8601 2701,"113 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8157458,144.9607611,37,3.4,896,448,123,125,74,92,34,Hotel,,,,,,,,,4.65E+18,FALSE,,,113 Queen St,FALSE,ChIJXXTbTUtd1moR0UovZxN1kUA,"5XM6+P8 Melbourne, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,113 Queen St,,FALSE,"https://www.google.com/maps/place/CitiClub+Hotel+Melbourne/@-37.8157458,144.9607611,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4b4ddb745d:0x40917513672f4ad1!5m2!4m1!1i2!8m2!3d-37.8157458!4d144.9607611?hl=en"
DoubleTree by Hilton Hotel Melbourne - Flinders Street,Hotel,https://www.hilton.com/en/hotels/melfsdi-doubletree-melbourne-flinders-street/?SEO_id=GMB-APAC-DI-MELFSDI,+61 3 9654 6888,"270 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8178819,144.9654538,23,4.3,2224,1112,579,357,47,98,31,Hotel,Event venue,Meeting planning service,,,,,,,1.53E+19,FALSE,,,270 Flinders St,FALSE,ChIJH7lfCrRC1moR4otX7VVCr9Q,"5XJ8+R5 Melbourne, Victoria, Australia",$,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,270 Flinders St,,FALSE,"https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Melbourne+-+Flinders+Street/@-37.8178819,144.9654538,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b40a5fb91f:0xd4af4255ed578be2!5m2!4m1!1i2!8m2!3d-37.8178819!4d144.9654538?hl=en"
Causeway 353 Hotel,Hotel,http://www.causeway.com.au/causeway-353-hotel-melbourne,+61 3 9668 1888,"353 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8157805,144.9631265,22,3.9,1246,623,216,241,32,113,21,Hotel,,,,,,,,,6.76E+18,FALSE,,,353 Little Collins St,FALSE,ChIJE1lY77RC1moRQqyQFRPjyl0,"5XM7+M7 Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,353 Little Collins St,,FALSE,"https://www.google.com/maps/place/Causeway+353+Hotel/@-37.8157805,144.9631265,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b4ef585913:0x5dcae3131590ac42!5m2!4m1!1i2!8m2!3d-37.8157805!4d144.9631265?hl=en"
Batman's Hill On Collins,Hotel,http://www.batmanshill.com.au/,+61 3 9614 6344,"623 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8191777,144.9544913,34,3.8,1842,921,309,300,62,192,58,Hotel,Furnished apartment building,,,,,,,,1.40E+19,FALSE,,,623 Collins St,FALSE,ChIJz4i84FFd1moRudnv6OcOWcI,"5XJ3+8Q Melbourne, Victoria, Australia",$$,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,623 Collins St,,FALSE,"https://www.google.com/maps/place/Batman's+Hill+On+Collins/@-37.8191777,144.9544913,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d51e0bc88cf:0xc2590ee7e8efd9b9!5m2!4m1!1i2!8m2!3d-37.8191777!4d144.9544913?hl=en"
"Crowne Plaza Melbourne, an IHG Hotel",Hotel,https://www.ihg.com/crowneplaza/hotels/us/en/melbourne/melfs/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-AU-_-MELFS,+61 3 9648 2777,"1/5 Spencer St, Melbourne VIC 3008, Australia",Melbourne,Victoria,AU,3008,-37.8228021,144.954803,30,4.2,3412,1706,835,528,88,201,54,Hotel,Conference center,Wedding venue,,,,,,,1.46E+19,FALSE,,,1/5 Spencer St,FALSE,ChIJYyijY1Fd1moRgkYEMqbUdMo,"5XG3+VW Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1/5 Spencer St,,FALSE,"https://www.google.com/maps/place/Crowne+Plaza+Melbourne,+an+IHG+Hotel/@-37.8228021,144.954803,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5163a32863:0xca74d4a632044682!5m2!4m1!1i2!8m2!3d-37.8228021!4d144.954803?hl=en"
Jasper Hotel,Hotel,https://www.jasperhotel.com.au/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect,+61 3 8327 2777,"489 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8074918,144.9597157,37,4.1,1602,801,339,288,30,108,36,Hotel,Business to business service,,,,,,,,1.34E+19,FALSE,,,489 Elizabeth St,FALSE,ChIJtfLNojRd1moRnc-GsT7B0Lk,"5XV5+2V Melbourne, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,489 Elizabeth St,,FALSE,"https://www.google.com/maps/place/Jasper+Hotel/@-37.8074918,144.9597157,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d34a2cdf2b5:0xb9d0c13eb186cf9d!5m2!4m1!1i2!8m2!3d-37.8073963!4d144.9598233?hl=en"
Punthill Apartment Hotels | Little Bourke,Hotel,https://www.punthill.com.au/hotels/little-bourke/,+61 3 8680 5959,"11/17 Cohen Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109931,144.9688465,30,3.8,670,335,126,110,34,45,20,Hotel,Extended stay hotel,Group accommodation,Holiday apartment rental,Serviced accommodation,,,,,1.65E+19,FALSE,,,11/17 Cohen Pl,FALSE,ChIJWcJeFLRC1moRnfH4LHRzAuU,"5XQ9+JG Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,11/17 Cohen Pl,,FALSE,"https://www.google.com/maps/place/Punthill+Apartment+Hotels+%7C+Little+Bourke/@-37.8109931,144.9688465,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b4145ec259:0xe50273742cf8f19d!5m2!4m1!1i2!8m2!3d-37.8109931!4d144.9688465?hl=en"
Mercure Melbourne Therry Street,Hotel,https://all.accor.com/hotel/9376/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjIwNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9637 6666,"Victoria, 43 Therry St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,3000,-37.807063,144.960681,24,3.8,794,397,130,152,34,56,25,Hotel,,,,,,,,,5.98E+18,FALSE,,,"Victoria, 43 Therry St",FALSE,ChIJ9XgGWDNd1moRb_NByKHI-lI,"5XV6+57 Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,"Victoria, 43 Therry St",,FALSE,"https://www.google.com/maps/place/Mercure+Melbourne+Therry+Street/@-37.807063,144.960681,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d33580678f5:0x52fac8a1c841f36f!5m2!4m1!1i2!8m2!3d-37.8069922!4d144.960641?hl=en"
ibis Melbourne Hotel & Apartments,Hotel,https://all.accor.com/hotel/1564/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNTg0NTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9666 0000,"15-21 Therry St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8069565,144.9613627,23,4.1,2800,1400,559,529,55,219,38,Hotel,,,,,,,,,2.53E+18,FALSE,,,15-21 Therry St,FALSE,ChIJiaMVrcxC1moRvEVeeAq_JSM,"5XV6+6G Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,15-21 Therry St,,FALSE,"https://www.google.com/maps/place/ibis+Melbourne+Hotel+%26+Apartments/@-37.8069565,144.9613627,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ccad15a389:0x2325bf0a785e45bc!5m2!4m1!1i2!8m2!3d-37.8069565!4d144.9613627?hl=en"
Punthill Apartment Hotels | Manhattan,Hotel,https://www.punthill.com.au/hotels/manhattan/,+61 3 9659 3777,"57 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8148439,144.9727365,17,3.7,196,98,37,30,16,12,3,Hotel,Extended stay hotel,Holiday apartment rental,Serviced accommodation,,,,,,2.60E+18,FALSE,Collins Place,,57 Flinders Ln,FALSE,ChIJ0WEM5sdC1moRAnZgc5YQCSQ,"5XPF+33 Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,57 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Punthill+Apartment+Hotels+%7C+Manhattan/@-37.8148439,144.9727365,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c7e60c61d1:0x2409109673607602!5m2!4m1!1i2!8m2!3d-37.8148439!4d144.9727365?hl=en"
Riverside Apartments Melbourne,Serviced accommodation,https://riverside-apartments-melbourne.business.site/?utm_source=gmb&utm_medium=referral,+61 3 9619 9199,"474 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.819621,144.9581131,13,3.6,540,270,95,71,38,42,24,Serviced accommodation,Holiday accommodation service,,,,,,,,6.98E+18,FALSE,,,474 Flinders St,FALSE,ChIJX3FgJghd1moR6_W0VTxS0mA,"5XJ5+56 Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,474 Flinders St,,FALSE,"https://www.google.com/maps/place/Riverside+Apartments+Melbourne/@-37.819621,144.9581131,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d082660715f:0x60d2523c55b4f5eb!5m2!4m1!1i2!8m2!3d-37.819621!4d144.9581131?hl=en"
Hotel Collins,Serviced accommodation,http://www.hotelcollinsmelbourne.com.au/,+61 3 9639 1811,"182 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8150134,144.9675035,6,3.7,456,228,66,79,13,52,18,Serviced accommodation,Hotel,,,,,,,,1.14E+19,FALSE,,,182 Collins St,FALSE,ChIJ4zzLEbZC1moRKHBm0EReEJ4,"5XM9+X2 Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,182 Collins St,,FALSE,"https://www.google.com/maps/place/Hotel+Collins/@-37.8150134,144.9675035,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b611cb3ce3:0x9e105e44d0667028!5m2!4m1!1i2!8m2!3d-37.8150134!4d144.9675035?hl=en"
Pegasus Apart'Hotel,Hotel,http://www.pegasussuites.com.au/,+61 3 9284 2400,"206 A'Beckett St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8101492,144.9571351,18,4.2,2466,1233,576,465,51,111,30,Hotel,Furnished apartment building,,,,,,,,1.26E+19,FALSE,,,206 A'Beckett St,FALSE,ChIJQRAo9TVd1moRXzwry2Y2cq4,"5XQ4+WV Melbourne, Victoria, Australia",,8/10/2022 2:51,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,206 A'Beckett St,,FALSE,"https://www.google.com/maps/place/Pegasus+Apart'Hotel/@-37.8101492,144.9571351,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d35f5281041:0xae723666cb2b3c5f!5m2!4m1!1i2!8m2!3d-37.8101492!4d144.9571351?hl=en"
Melbourne CBD Central Apartment Hotel,Hotel,http://melbournecbdcentral.com.au/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,+61 3 9485 3300,"155 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.81274,144.968813,16,4,136,68,30,21,6,8,3,Hotel,Group accommodation,Holiday accommodation service,Holiday apartment rental,Self-catering accommodation,Serviced accommodation,,,,4.25E+18,FALSE,,,155 Bourke St,FALSE,ChIJ947lr8lC1moRwFGrBGdlCTs,"5XP9+WG Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,155 Bourke St,,FALSE,"https://www.google.com/maps/place/Melbourne+CBD+Central+Apartment+Hotel/@-37.81274,144.968813,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c9afe58ef7:0x3b09656704ab51c0!5m2!4m1!1i2!8m2!3d-37.8127429!4d144.9688144?hl=en"
Hotel Grand Chancellor,Hotel,https://www.grandchancellorhotels.com/hotel-grand-chancellor-melbourne,+61 3 9656 4000,"131 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8107074,144.9684061,15,3.7,1926,963,287,341,75,185,75,Hotel,Convention center,Meeting room,,,,,,,1.80E+19,FALSE,Chinatown Melbourne,,131 Lonsdale St,FALSE,ChIJ53vEPslC1moRaeD68DDwOfk,"5XQ9+P9 Melbourne, Victoria, Australia",$,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,131 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Hotel+Grand+Chancellor/@-37.8107074,144.9684061,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c93ec47be7:0xf939f030f0fae069!5m2!4m1!1i2!8m2!3d-37.8107342!4d144.9684313?hl=en"
Platinum City Serviced Apartments,Serviced accommodation,https://www.hotels.com/ho676489/platinum-city-serviced-apartments-melbourne-australia/,+61 3 9670 0138,"327 La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109622,144.959802,14,3.7,326,163,58,51,25,22,7,Serviced accommodation,,,,,,,,,4.19E+18,FALSE,,,327 La Trobe St,FALSE,ChIJk5KKZzVd1moRMsA6bMbHNDo,"5XQ5+JW Melbourne, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,327 La Trobe St,,FALSE,"https://www.google.com/maps/place/Platinum+City+Serviced+Apartments/@-37.8109622,144.959802,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d35678a9293:0x3a34c7c66c3ac032!5m2!4m1!1i2!8m2!3d-37.8109531!4d144.9597932?hl=en"
ibis Styles Kingsgate,Hotel,https://all.accor.com/hotel/6696/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNTk5MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9629 4171,"131 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8169454,144.9557173,15,3.5,2008,1004,245,311,96,260,92,Hotel,,,,,,,,,1.67E+19,FALSE,,,131 King St,FALSE,ChIJJ2yWKkxd1moRr3xSxWMZBeg,"5XM4+67 Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,131 King St,,FALSE,"https://www.google.com/maps/place/ibis+Styles+Kingsgate/@-37.8169454,144.9557173,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4c2a966c27:0xe8051963c5527caf!5m2!4m1!1i2!8m2!3d-37.8169454!4d144.9557173?hl=en"
Selina Central Melbourne,Hotel,https://www.selina.com/australia/melbourne-cbd/,+61 422 716 090,"250 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8176923,144.9660972,14,4.8,48,24,21,2,1,0,0,Hotel,Coworking space,,,,,,,,4.48E+18,FALSE,,,250 Flinders St,FALSE,ChIJFz8E6j5D1moRyqjLtAMXJj4,"5XJ8+WC Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,250 Flinders St,,FALSE,"https://www.google.com/maps/place/Selina+Central+Melbourne/@-37.8176923,144.9660972,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad6433eea043f17:0x3e261703b4cba8ca!5m2!4m1!1i2!8m2!3d-37.8176923!4d144.9660972?hl=en"
City Lifestyle Accommodtion,Self-catering accommodation,,+61 406 638 899,"707/270 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137475,144.9550341,13,2.7,126,63,21,4,30,6,2,Self-catering accommodation,,,,,,,,,1.11E+19,FALSE,,,707/270 King St,FALSE,ChIJyx-wKsdd1moR--eikhUbepo,"5XP4+G2 Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,707/270 King St,,FALSE,"https://www.google.com/maps/place/City+Lifestyle+Accommodtion/@-37.8137475,144.9550341,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dc72ab01fcb:0x9a7a1b1592a2e7fb!5m2!4m1!1i2!8m2!3d-37.8137475!4d144.9550341?hl=en"
Melbourne Central YHA,Hostel,https://www.yha.com.au/hostels/vic/melbourne-hostels/melbourne-central-hostel/?utm_source=google-business&utm_medium=righthandside&utm_campaign=listing,+61 3 9621 2523,"562 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8206438,144.9556166,12,4.1,1160,580,268,196,26,70,20,Hostel,Group accommodation,Youth hostel,,,,,,,1.55E+19,FALSE,,,562 Flinders St,FALSE,ChIJq8l3ilFd1moRkF-CPRg7K9c,"5XH4+P6 Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,562 Flinders St,,FALSE,"https://www.google.com/maps/place/Melbourne+Central+YHA/@-37.8206438,144.9556166,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d518a77c9ab:0xd72b3b183d825f90!5m2!4m1!1i2!8m2!3d-37.8206438!4d144.9556166?hl=en"
Wyndham Hotel Melbourne,Hotel,https://www.wyndhammelbourne.com.au/?CID=LC:HR::GGL:RIO:National:47584&iata=00093796,+61 3 8692 8900,"199 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8145689,144.9573572,10,4.3,1866,933,524,272,43,72,22,Hotel,Inn,,,,,,,,3.64E+18,FALSE,Floor G · The William,,199 William St,FALSE,ChIJW230lktd1moRDkLSlSoMejI,"5XP4+5W Melbourne, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,199 William St,,FALSE,"https://www.google.com/maps/place/Wyndham+Hotel+Melbourne/@-37.8145689,144.9573572,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4b96f46d5b:0x327a0c2a95d2420e!5m2!4m1!1i2!8m2!3d-37.8145689!4d144.9573572?hl=en"
"Holiday Inn Express Melbourne Little Collins, an IHG Hotel",Hotel,https://www.ihg.com/holidayinnexpress/hotels/us/en/melbourne/mellc/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-AU-_-MELLC,+61 3 9059 9059,"589-599 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8178296,144.9552625,7,3.6,150,75,35,12,17,7,4,Hotel,,,,,,,,,5.15E+17,FALSE,,,589-599 Little Collins St,FALSE,ChIJt-e5iMJd1moRdU_l3526JQc,"5XJ4+V4 Melbourne, Victoria, Australia",,8/10/2022 2:54,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,589-599 Little Collins St,,FALSE,"https://www.google.com/maps/place/Holiday+Inn+Express+Melbourne+Little+Collins,+an+IHG+Hotel/@-37.8178296,144.9552625,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dc288b9e7b7:0x725ba9ddfe54f75!5m2!4m1!1i2!8m2!3d-37.8178296!4d144.9552625?hl=en"
The Great Southern Hotel,Hotel,http://www.greatsouthernhotel.com.au/,+61 3 9629 6991,"44 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8197222,144.955,6,3.7,3362,1681,488,565,165,347,116,Hotel,,,,,,,,,1.40E+19,FALSE,,,44 Spencer St,FALSE,ChIJQzB67FFd1moRhC2tS5kTTMI,"5XJ3+4X Melbourne, Victoria, Australia",,8/10/2022 2:54,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,44 Spencer St,,FALSE,"https://www.google.com/maps/place/The+Great+Southern+Hotel/@-37.8197222,144.955,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d51ec7a3043:0xc24c13994bad2d84!5m2!4m1!1i2!8m2!3d-37.8197222!4d144.955?hl=en"
Lily Sands Inn,Hotel,http://www.lilysands.com.au/,+61 3 9690 8609,"335 Moray St, Melbourne VIC 3205, Australia",Melbourne,Victoria,AU,3205,-37.8367136,144.9654631,4,3.6,160,80,28,16,9,23,4,Hotel,Guest house,,,,,,,,1.22E+19,FALSE,,,335 Moray St,FALSE,ChIJW_6hygZo1moRFHCh47nJGKk,"5X78+85 Melbourne, Victoria, Australia",,8/10/2022 2:54,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,335 Moray St,,FALSE,"https://www.google.com/maps/place/Lily+Sands+Inn/@-37.8367136,144.9654631,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad66806caa1fe5b:0xa918c9b9e3a17014!5m2!4m1!1i2!8m2!3d-37.8367119!4d144.9654179?hl=en"
Best Western Melbourne City Hotel,Hotel,http://www.bestwesternmelbourne.com.au/,+61 3 9621 3333,"16 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8206276,144.9551461,1,3.9,1566,783,290,261,43,161,28,Hotel,Cafe,Indoor lodging,Lodge,Motel,Restaurant,,,,1.12E+19,FALSE,,,16 Spencer St,FALSE,ChIJWXdjjVFd1moRh_LdkkyRy5s,"5XH4+P3 Melbourne, Victoria, Australia",,8/10/2022 2:54,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,16 Spencer St,,FALSE,"https://www.google.com/maps/place/Best+Western+Melbourne+City+Hotel/@-37.8206276,144.9551461,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d518d637759:0x9bcb914c92ddf287!5m2!4m1!1i2!8m2!3d-37.8205792!4d144.9550626?hl=en"
Atlantis Hotel,Hotel,http://www.atlantishotel.com.au/,+61 3 9600 2900,"300 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8136041,144.9518625,3,4,3548,1774,673,669,109,235,88,Hotel,,,,,,,,,1.42E+19,FALSE,,,300 Spencer St,FALSE,ChIJl3kMNE9d1moRgFaMekXmecU,"5XP2+HP Melbourne, Victoria, Australia",,8/10/2022 2:54,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,300 Spencer St,,FALSE,"https://www.google.com/maps/place/Atlantis+Hotel/@-37.8136041,144.9518625,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4f340c7997:0xc579e6457a8c5680!5m2!4m1!1i2!8m2!3d-37.8136041!4d144.9518625?hl=en"
Park Regis Griffin Suites,Hotel,https://www.parkregisgriffinsuites.com.au/?utm_source=google&utm_medium=organic&utm_campaign=local-listing,+61 3 8530 1800,"604 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8511518,144.9803894,33,4.1,488,244,104,84,9,38,9,Hotel,,,,,,,,,1.44E+18,FALSE,,,604 St Kilda Rd,FALSE,ChIJU4QMfxZo1moRFuegtD3-BRQ,"4XXJ+G5 Melbourne, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,604 St Kilda Rd,,FALSE,"https://www.google.com/maps/place/Park+Regis+Griffin+Suites/@-37.8511518,144.9803894,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad668167f0c8453:0x1405fe3db4a0e716!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8511362!4d144.9804561?hl=en"
